code,station,time,title
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 17:29:35,HB - (06) Frozen Inside
MH,Metal Heart Radio,2022-02-04 17:30:33,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-02-04 17:30:48, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-02-04 17:31:18,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-02-04 17:31:33,Symphony X - Evolution [The Grand Design]
RB,Rádio Beat,2022-02-04 17:31:46,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-02-04 17:33:02,SUZI QUATRO - DEVIL GATE DRIVE
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 17:35:48,Tristania - (02) Darkest White
RB,Rádio Beat,2022-02-04 17:36:48,DAVID BOWIE - STARMAN
MH,Metal Heart Radio,2022-02-04 17:36:49,Eluveitie - The Call Of The Mountains
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 17:39:03,Rimortis - (07) Chut pouste
MH,Metal Heart Radio,2022-02-04 17:41:03,"383 - AXEL RUDI PELL - Haunted Castle Serenade (Opus #4 Grazioso E Agresso) (instrumental) [Mystica, 2006]"
RB,Rádio Beat,2022-02-04 17:41:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-02-04 17:42:18,IRON MAIDEN - WASTED YEARS
MH,Metal Heart Radio,2022-02-04 17:44:48,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-02-04 17:45:18,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-02-04 17:45:33,Metal Heart Radio - Metal Live EN
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 17:45:47,Serenity - (05) Age Of Glory
MH,Metal Heart Radio,2022-02-04 17:45:48,Def Leppard - Let's Go
RB,Rádio Beat,2022-02-04 17:47:32,BLUE EFFECT & JANA KRATOCHVILOVA - OCI
RB,Rádio Beat,2022-02-04 17:50:32,GHOST - RATS
MH,Metal Heart Radio,2022-02-04 17:50:49,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-02-04 17:51:03,"336 - AXEL RUDI PELL - Heartbreaker [Shadow Zone, 2002]"
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 17:52:18,Cinnamun Beloved - (02) Distent Memories
RB,Rádio Beat,2022-02-04 17:55:02,ROLLING STONES - MISS YOU
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 17:55:48,Winterstorm - (10) Break The Ice
MH,Metal Heart Radio,2022-02-04 17:57:34,"39 - METALLICA - Nothing Else Matters [Metallica, 1991]"
RB,Rádio Beat,2022-02-04 17:59:32,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:00:33,Dark Princess - (09) You Accomplish the New Sin
MH,Metal Heart Radio,2022-02-04 18:04:03,? - Jingle_Cesta_kolem_sveta_long
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:05:03,Rimortis - (105)  Havran a vlk
MH,Metal Heart Radio,2022-02-04 18:05:03,125. Iced Earth - Dante's Inferno
RB,Rádio Beat,2022-02-04 18:06:32,SHOCKING BLUE - VENUS
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:09:04,Nightwish - (01) Stargazers
RB,Rádio Beat,2022-02-04 18:09:48,THE FOUR SEASONS - BIG GIRLS DON´T CRY
RB,Rádio Beat,2022-02-04 18:12:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-02-04 18:12:47,BRIAN POOLE & THE TREMELOES - DO YOU LOVE ME?
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:13:32,Within Temptation - (11) A Demon's Fate
RB,Rádio Beat,2022-02-04 18:15:02,AC/DC - ROCK N ROLL TRAIN
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:19:03,Serenity - (04) Far from Home
RB,Rádio Beat,2022-02-04 18:19:47,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-02-04 18:20:47,GENESIS - SILVER RAINBOW
MH,Metal Heart Radio,2022-02-04 18:21:34,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-02-04 18:21:50,368. White Zombie - Thunder Kiss '65
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:23:47,Xandria - (11) Too Close To Breathe
RB,Rádio Beat,2022-02-04 18:25:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-02-04 18:25:32,Dymytry - Revolter
MH,Metal Heart Radio,2022-02-04 18:25:48,116. Iron Maiden - Wrathchild
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:28:17,Nightwish - (07) Dead Gardens
MH,Metal Heart Radio,2022-02-04 18:28:33,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-02-04 18:29:03, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-02-04 18:29:18,119. Helloween - I Want Out
RB,Rádio Beat,2022-02-04 18:29:32,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:32:47,Within Temptation - (04) Caged
RB,Rádio Beat,2022-02-04 18:33:17,SLADE - GOODBYE TO JANE
MH,Metal Heart Radio,2022-02-04 18:34:04,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-02-04 18:34:19,360. Warlock - All We Are
RB,Rádio Beat,2022-02-04 18:37:02,"MICHAL PROKOP & FRAMUS 5 - NIC VE ZLÝM, NIC V DOBRÝM"
MH,Metal Heart Radio,2022-02-04 18:37:34,432. Anthrax - Bring the Noise
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:38:33,Nox Arcana - (07) The Black Throne
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:40:18,Serenity - (03) Set the World on Fire
MH,Metal Heart Radio,2022-02-04 18:41:04,337. Helloween - Keeper of the Seven Keys
RB,Rádio Beat,2022-02-04 18:42:02,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-02-04 18:43:20,BEATLES - BACK IN THE U.S.S.R.
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:44:47,Lunatica - (08) Heart Of A Lion
RB,Rádio Beat,2022-02-04 18:46:03,"MIKE OLDFIELD, ALAN RICKMAN - THE BELL"
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:48:32,HB - (10) Jeesus On Herra
RB,Rádio Beat,2022-02-04 18:53:02,ALTER BRIDGE - GODSPEED
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:54:48,Cinnamun Beloved - (08) The Scent
MH,Metal Heart Radio,2022-02-04 18:54:49,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-02-04 18:55:03,185. Alice Cooper - School's Out
RB,Rádio Beat,2022-02-04 18:57:33,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-02-04 18:58:19,424. Stone Temple Pilots - Sex Type Thing
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 18:59:18,Van Canto - (03) To the Mountains
RB,Rádio Beat,2022-02-04 19:02:02,LED ZEPPELIN - D'YER MAKER
MH,Metal Heart Radio,2022-02-04 19:02:04,474. W.A.S.P. - Mean Man
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:03:18,Dark Moor - (06) Mist In The Twilight
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:04:03,Equinoxem - (01) Awakening of Insight
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:05:48,Empires of Eden - (13) Born a King
RB,Rádio Beat,2022-02-04 19:06:18,BLUE BUCKS - WHISKEY
MH,Metal Heart Radio,2022-02-04 19:06:49,225. Saxon - Princess of the Night
RB,Rádio Beat,2022-02-04 19:10:48,WHITESNAKE - IS THIS LOVE
MH,Metal Heart Radio,2022-02-04 19:10:49,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-02-04 19:11:03,105. UFO - Doctor Doctor
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:12:02,Sirenia - (09) Contemptuous Quietus
MH,Metal Heart Radio,2022-02-04 19:15:04,301. Iron Maiden - The Evil That Men Do
RB,Rádio Beat,2022-02-04 19:15:17,WANASTOWI VJECY - JSEM NEVINEJ
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:18:33,Rimortis - (202)  Bud vule tva
MH,Metal Heart Radio,2022-02-04 19:19:36,305. Thin Lizzy - The Boys Are Back in Town
RB,Rádio Beat,2022-02-04 19:19:50,CREEDENCE CLEARWATER REVIVAL - BAD MOON RISING
RB,Rádio Beat,2022-02-04 19:22:17,METALINDA - ENGLISH IS HOW KNOW
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:23:03,Tetania - (01) Imperatrix Mundi
MH,Metal Heart Radio,2022-02-04 19:24:05,067. Metallica - Battery
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:25:03,Tristania - (01) Beyond The Veil
RB,Rádio Beat,2022-02-04 19:25:33,LITA FORD & OZZY OSBOURNE - CLOSE MY EYES FOREVER
MH,Metal Heart Radio,2022-02-04 19:29:03,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-02-04 19:29:34, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-02-04 19:29:49,METAL HEART RADIO - MHRs
RB,Rádio Beat,2022-02-04 19:30:02,ODYSSEA - NADRAZI FLORENC 16:30
MH,Metal Heart Radio,2022-02-04 19:30:03,? - Metal_Heart_Radio_-_Jingle_Hudebn__Sv_t
MH,Metal Heart Radio,2022-02-04 19:30:18,306. Van Halen - Mean Street
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:31:32,Him - (11) Dont Close Your Heart
RB,Rádio Beat,2022-02-04 19:34:03,DIRE STRAITS - WALK OF LIFE
MH,Metal Heart Radio,2022-02-04 19:35:04,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-02-04 19:35:20,Black Sabbaka - Moda od Quasimoda
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:36:18,Sopor Aeternus - (16) This Profane Finality
RB,Rádio Beat,2022-02-04 19:38:02,SKWOR - NEJISTA PRITOMNOST
MH,Metal Heart Radio,2022-02-04 19:38:50,Epilog - 01 - Providence Asylum
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:40:47,Rimortis - (07) Ohen v srdci
RB,Rádio Beat,2022-02-04 19:42:02,BACHMAN TURNER OVERDRIVE - YOU AIN'T SEEN NOTHIN' YET
MH,Metal Heart Radio,2022-02-04 19:42:18,Porta Inferi - Warbringer
RB,Rádio Beat,2022-02-04 19:45:47,SLOBODNA EUROPA - RUZE Z TEXASU
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:45:48,Dark Moor - (07) Love From The Ston
MH,Metal Heart Radio,2022-02-04 19:46:33,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-02-04 19:47:03,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-02-04 19:47:18,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-02-04 19:47:33,Sandorinoco - Rise veku 4
RB,Rádio Beat,2022-02-04 19:49:17,ROLLING STONES - ANYBODY SEEN MY BABY
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:49:47,Zeitgeist Zero - (02) United In Black
MH,Metal Heart Radio,2022-02-04 19:52:20,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-02-04 19:52:34,Exorcizphobia - About Us Without Us
RB,Rádio Beat,2022-02-04 19:53:17,INGOTT - CHARON I. (PROSBA)
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:54:03,Beseech - (04) Blinded
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 19:58:03,Sagittari - (03) Viking
MH,Metal Heart Radio,2022-02-04 19:58:04,Wrath Of Fate - 02. Is Over
RB,Rádio Beat,2022-02-04 19:58:37,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-02-04 20:01:33,? - Jingle_Cesta_kolem_sveta_long
RB,Rádio Beat,2022-02-04 20:02:32,SWEET - BALLROOM BLITZ
MH,Metal Heart Radio,2022-02-04 20:02:33,Relikvie - Odsouzenec
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:05:32,Tristania - (06) Sirens
RB,Rádio Beat,2022-02-04 20:06:32,"VLADIMIR MISIK - PET HOSPOD, JEDNA ULICE"
MH,Metal Heart Radio,2022-02-04 20:06:48,Perseus - Vizioná&amp;#34
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:10:03,Nightwish - (11) Higher Than Hope
RB,Rádio Beat,2022-02-04 20:10:18,DEF LEPPARD - DEMOLITION MAN
MH,Metal Heart Radio,2022-02-04 20:11:03,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-02-04 20:11:18,Lady Kate - Age gap
RB,Rádio Beat,2022-02-04 20:13:47,TLUSTA BERTA - VODACI
MH,Metal Heart Radio,2022-02-04 20:14:48,Dymytry - 01 - Revolt
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:15:21,Bloodflowerz - (03) The Last Dance
RB,Rádio Beat,2022-02-04 20:17:17,TOTO - AFRICA
MH,Metal Heart Radio,2022-02-04 20:18:18,Relikvie - Tak a dost
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:18:33,Delain - (01) Mother Machine
MH,Metal Heart Radio,2022-02-04 20:21:33,Epilog - 01 - Providence Asylum
RB,Rádio Beat,2022-02-04 20:22:03,TRILOBIT - VYZNANI
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:23:17,Tarja Turunen - (01) Kuin Henkays Ikuisuutta
MH,Metal Heart Radio,2022-02-04 20:25:03,Svardenvyrd - 06. My Journey Ends Here
RB,Rádio Beat,2022-02-04 20:25:32,BOSTON - MORE THAN A FEELING
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:27:47,Endless Main - (05) Revenge
RB,Rádio Beat,2022-02-04 20:30:02,ALES BRICHTA - NEMAM
MH,Metal Heart Radio,2022-02-04 20:30:04,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-02-04 20:30:33, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-02-04 20:30:48,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:31:18,Epica - (09) Deep Water Horizon
MH,Metal Heart Radio,2022-02-04 20:31:18,Nerrea - Otroci strachu
RB,Rádio Beat,2022-02-04 20:34:02,NEIL YOUNG - ROCKIN IN THE FREE WORLD
MH,Metal Heart Radio,2022-02-04 20:34:18,Archeonic - Virtual Cramp
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:37:47,Rimortis - (08) Pod gilotinou
MH,Metal Heart Radio,2022-02-04 20:38:33,Trigonum Mortis - 07. Once Upon a Time
RB,Rádio Beat,2022-02-04 20:38:47,MILOS DODO DOLEZAL - SOUDIM
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:42:05,"Ripio - (04) Aqui, desde una torre"
MH,Metal Heart Radio,2022-02-04 20:42:36,Archeonic - 1984
RB,Rádio Beat,2022-02-04 20:44:03,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-02-04 20:45:02,BLACK SABBATH - MOB RULES
MH,Metal Heart Radio,2022-02-04 20:47:19,Loretta - Metalová holka
RB,Rádio Beat,2022-02-04 20:48:02,NANDAY - BRANY
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:49:03,HB - (03) Hanki Elama 2
MH,Metal Heart Radio,2022-02-04 20:51:03,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-02-04 20:51:18,Emerald Shine - Silver Riders
RB,Rádio Beat,2022-02-04 20:51:47,BEATLES - CAN'T BUY ME LOVE
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:52:18,Sagittari - (10) Loutky
RB,Rádio Beat,2022-02-04 20:53:47,IRAS - SAMI MAME MALO
MH,Metal Heart Radio,2022-02-04 20:54:19,Sandorinoco -  P&amp;#34
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 20:56:18,Antonamasia - (03) Still I Bleed
RB,Rádio Beat,2022-02-04 20:59:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-02-04 21:00:03,AEROSMITH - FALLING IN LOVE
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 21:00:03,Fortaleza - (04) Dulce Agonia
MH,Metal Heart Radio,2022-02-04 21:02:24,? - Metal_Heart_Radio_-_Jingle_Hudebn__Sv_t
MH,Metal Heart Radio,2022-02-04 21:02:39,Vitacit - Zvony
RB,Rádio Beat,2022-02-04 21:03:33,PLEXIS - SVET JSOU BARY
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 21:04:32,Epica - (11) Safeguard To Paradise
MH,Metal Heart Radio,2022-02-04 21:06:48,SlipKnot - Psychosocial
RB,Rádio Beat,2022-02-04 21:07:18,QUEEN - WE ARE THE CHAMPIONS
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 21:08:18,Nightwish - (01) Storytime (Radio Edit)
RB,Rádio Beat,2022-02-04 21:10:03,OLYMPIC - JAKO TELE NA VRATA
MH,Metal Heart Radio,2022-02-04 21:11:19,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-02-04 21:11:34,Obituary - Ten Thousand Ways to Die
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 21:12:03,Aeternitas - (12) Communio
RB,Rádio Beat,2022-02-04 21:12:49,STATUS QUO - IN THE ARMY NOW
MH,Metal Heart Radio,2022-02-04 21:14:48,Septicflesh - Anubis
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 21:16:33,Salamandra - (14) Freedom's Won Back
RB,Rádio Beat,2022-02-04 21:17:18,TUBLATANKA - ZERAVE ZNAMENIE OSUDU
MH,Metal Heart Radio,2022-02-04 21:19:03,Overkill - Last Man Standing
RB,Rádio Beat,2022-02-04 21:22:18,SCORPIONS - STILL LOVING YOU
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 21:22:18,Delain - (07) Let's Dance
MH,Metal Heart Radio,2022-02-04 21:24:48,Accept - Metal Heart (Live in Wacken 2017)
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 21:26:18,"Y and T - (02) Life, Life, Life"
RB,Rádio Beat,2022-02-04 21:28:02,HORKYZE SLIZE - SILNÝ REFRÉN
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 21:30:47,Fortaleza - (06) Diamante De Luna
RB,Rádio Beat,2022-02-04 21:31:32,ANIMALS - HOUSE OF THE RISING SUN
MH,Metal Heart Radio,2022-02-04 21:32:18,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-02-04 21:32:33, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-02-04 21:33:03,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-02-04 21:33:18,Behemoth - O Father O Satan O Sun!
MHSC,Metal Heart Radio - Soft Channel,2022-02-04 21:35:33,ALERG!E - (04) Tak to jsem proste ja
RB,Rádio Beat,2022-02-04 21:36:02,ZLUTY PES - ŠA-LA-HU
